0000,7000500
0001,7000500
0002,7000500
0003,7000500
0004,7000500
0005,7000500
0006,7000500
0007,7000500
0008,7000500
0009,7000500
0010,7000500
0011,7000500
0012,7000500
0013,7000500
0014,7000500
0100,7000500
0101,7000500
0102,7000500
0103,7000500
0104,7000500
0105,7000500
0106,7000500
0107,7000500
0108,7000500
0109,7000500
0110,7000500
0111,7000500
0112,7000500
0113,7000500
0114,7000500
0200,7000500
0201,7000500
0202,7000500
0203,7000500
0204,7000500
0205,7000500
0206,7000500
0207,7000500
0208,7000500
0209,7000500
0210,7000500
0211,7000500
0212,7000500
0213,7000500
0214,7000500
0300,7000500
0301,7000500
0302,7000500
0303,7000500
0304,7000500
0305,7000500
0306,7000500
0307,7000500
0308,7000500
0309,7000500
0310,7000500
0311,7000500
0312,7000500
0313,7000500
0314,7000500
0400,7000500
0401,7000500
0402,7000500
0403,7000500
0404,7000500
0405,7000500
0406,7000500
0407,7000500
0408,7000500
0409,7000500
0410,7000500
0411,7000500
0412,7000500
0413,7000500
0414,7000500
0500,7000500
0501,7000500
0502,7000500
0503,7000500
0504,7000500
0505,7000500
0506,7000500
0507,7000500
0508,7000500
0509,7000500
0510,7000500
0511,7000500
0512,7000500
0513,7000500
0514,7000500
0600,7000500
0601,7000500
0602,7000500
0603,7000500
0604,7000500
0605,7000500
0606,7000500
0607,7000500
0608,7000500
0609,7000500
0610,7000500
0611,7000500
0612,7000500
0613,7000500
0614,7000500
0700,7000500
0701,7000500
0702,7000500
0703,7000500
0704,7000500
0705,7000500
0706,7000500
0707,7000500
0708,7000500
0709,7000500
0710,7000500
0711,7000500
0712,7000500
0713,7000500
0714,7000500
0800,7000500
0801,7000500
0802,7000500
0803,7000500
0804,7000500
0805,7000500
0806,7000500
0807,7000500
0808,7000500
0809,7000500
0810,7000500
0811,7000500
0812,7000500
0813,7000500
0814,7000500
0900,7000500
0901,7000500
0902,7000500
0903,7000500
0904,7000500
0905,7000500
0906,7000500
0907,7000500
0908,7000500
0909,7000500
0910,7000500
0911,7000500
0912,7000500
0913,7000500
0914,7000500
1000,7000500
1001,7000500
1002,7000500
1003,7000500
1004,7000500
1005,7000500
1006,7000500
1007,7000500
1008,7000500
1009,7000500
1010,7000500
1011,7000500
1012,7000500
1013,7000500
1014,7000500
1100,7000500
1101,7000500
1102,7000500
1103,7000500
1104,7000500
1105,7000500
1106,7000500
1107,7000500
1108,7000500
1109,7000500
1110,7000500
1111,7000500
1112,7000500
1113,7000500
1114,7000500
1200,7000500
1201,7000500
1202,7000500
1203,7000500
1204,7000500
1205,7000500
1206,7000500
1207,7000500
1208,7000500
1209,7000500
1210,7000500
1211,7000500
1212,7000500
1213,7000500
1214,7000500
1300,7000500
1301,7000500
1302,7000500
1303,7000500
1304,7000500
1305,7000500
1306,7000500
1307,7000500
1308,7000500
1309,7000500
1310,7000500
1311,7000500
1312,7000500
1313,7000500
1314,7000500
1400,7000500
1401,7000500
1402,7000500
1403,7000500
1404,7000500
1405,7000500
1406,7000500
1407,7000500
1408,7000500
1409,7000500
1410,7000500
1411,7000500
1412,7000500
1413,7000500
1414,7000500
1500,7000500
1501,7000500
1502,7000500
1503,7000500
1504,7000500
1505,7000500
1506,7000500
1507,7000500
1508,7000500
1509,7000500
1510,7000500
1511,7000500
1512,7000500
1513,7000500
1514,7000500
1600,7000500
1601,7000500
1602,7000500
1603,7000500
1604,7000500
1605,7000500
1606,7000500
1607,7000500
1608,7000500
1609,7000500
1610,7000500
1611,7000500
1612,7000500
1613,7000500
1614,7000500
1700,7000500
1701,7000500
1702,7000500
1703,7000500
1704,7000500
1705,7000500
1706,7000500
1707,7000500
1708,7000500
1709,7000500
1710,7000500
1711,7000500
1712,7000500
1713,7000500
1714,7000500
1800,7000500
1801,7000500
1802,7000500
1803,7000500
1804,7000500
1805,7000500
1806,7000500
1807,7000500
1808,7000500
1809,7000500
1810,7000500
1811,7000500
1812,7000500
1813,7000500
1814,7000500
1900,7000500
1901,7000500
1902,7000500
1903,7000500
1904,7000500
1905,7000500
1906,7000500
1907,7000500
1908,7000500
1909,7000500
1910,7000500
1911,7000500
1912,7000500
1913,7000500
1914,7000500
